kode,uraian,penjelasan,konteks,keywords,domain,activity,level,embedding_text
000.4.1,kebijakan di bidang perpustakaan yang dilakukan oleh pemerintah daerah,Klasifikasi terkait kebijakan di bidang perpustakaan yang dilakukan oleh pemerintah daerah.,Digunakan untuk dokumen mengenai kebijakan di bidang perpustakaan yang dilakukan oleh pemerintah daerah.,"kebijakan, bidang, perpustakaan, yang, dilakukan, oleh, pemerintah, daerah",umum,umum,tersier,000.4.1 kebijakan di bidang perpustakaan yang dilakukan oleh pemerintah daerah klasifikasi terkait kebijakan di bidang perpustakaan yang dilakukan oleh pemerintah daerah. digunakan untuk dokumen mengenai kebijakan di bidang perpustakaan yang dilakukan oleh pemerintah daerah. kebijakan bidang perpustakaan yang dilakukan oleh pemerintah daerah umum umum
000.4.2,deposit bahan pustaka,Klasifikasi terkait deposit bahan pustaka.,Digunakan untuk dokumen mengenai deposit bahan pustaka.,"deposit, bahan, pustaka",umum,umum,tersier,000.4.2 deposit bahan pustaka klasifikasi terkait deposit bahan pustaka. digunakan untuk dokumen mengenai deposit bahan pustaka. deposit bahan pustaka umum umum
000.4.2.1,serah simpan karya cetak dan karya rekam,Klasifikasi terkait serah simpan karya cetak dan karya rekam.,Digunakan untuk dokumen mengenai serah simpan karya cetak dan karya rekam.,"serah, simpan, karya, cetak, dan, rekam",umum,umum,kuartier,000.4.2.1 serah simpan karya cetak dan karya rekam klasifikasi terkait serah simpan karya cetak dan karya rekam. digunakan untuk dokumen mengenai serah simpan karya cetak dan karya rekam. serah simpan karya cetak dan rekam umum umum
000.4.2.2,pangkalan data penerbit dan pengusaha rekaman,Klasifikasi terkait pangkalan data penerbit dan pengusaha rekaman.,Digunakan untuk dokumen mengenai pangkalan data penerbit dan pengusaha rekaman.,"pangkalan, data, penerbit, dan, pengusaha, rekaman",umum,umum,kuartier,000.4.2.2 pangkalan data penerbit dan pengusaha rekaman klasifikasi terkait pangkalan data penerbit dan pengusaha rekaman. digunakan untuk dokumen mengenai pangkalan data penerbit dan pengusaha rekaman. pangkalan data penerbit dan pengusaha rekaman umum umum
000.4.2.3,terbitan internasional dan regional,Klasifikasi terkait terbitan internasional dan regional.,Digunakan untuk dokumen mengenai terbitan internasional dan regional.,"terbitan, internasional, dan, regional",umum,umum,kuartier,000.4.2.3 terbitan internasional dan regional klasifikasi terkait terbitan internasional dan regional. digunakan untuk dokumen mengenai terbitan internasional dan regional. terbitan internasional dan regional umum umum
000.4.2.4,pemantauan wajib serah simpan karya cetak dan karya rekam,Klasifikasi terkait pemantauan wajib serah simpan karya cetak dan karya rekam.,Digunakan untuk dokumen mengenai pemantauan wajib serah simpan karya cetak dan karya rekam.,"pemantauan, wajib, serah, simpan, karya, cetak, dan, rekam",umum,umum,kuartier,000.4.2.4 pemantauan wajib serah simpan karya cetak dan karya rekam klasifikasi terkait pemantauan wajib serah simpan karya cetak dan karya rekam. digunakan untuk dokumen mengenai pemantauan wajib serah simpan karya cetak dan karya rekam. pemantauan wajib serah simpan karya cetak dan rekam umum umum
000.4.2.5,bibliografi dan katalog,Klasifikasi terkait bibliografi dan katalog.,Digunakan untuk dokumen mengenai bibliografi dan katalog.,"bibliografi, dan, katalog",umum,umum,kuartier,000.4.2.5 bibliografi dan katalog klasifikasi terkait bibliografi dan katalog. digunakan untuk dokumen mengenai bibliografi dan katalog. bibliografi dan katalog umum umum
000.4.3,koleksi pustaka,Klasifikasi terkait koleksi pustaka.,Digunakan untuk dokumen mengenai koleksi pustaka.,"koleksi, pustaka",umum,umum,tersier,000.4.3 koleksi pustaka klasifikasi terkait koleksi pustaka. digunakan untuk dokumen mengenai koleksi pustaka. koleksi pustaka umum umum
000.4.3.1,pembelian,Klasifikasi terkait pembelian.,Digunakan untuk dokumen mengenai pembelian.,pembelian,umum,umum,kuartier,000.4.3.1 pembelian klasifikasi terkait pembelian. digunakan untuk dokumen mengenai pembelian. pembelian umum umum
000.4.3.2,hibah,Klasifikasi terkait hibah.,Digunakan untuk dokumen mengenai hibah.,hibah,umum,umum,kuartier,000.4.3.2 hibah klasifikasi terkait hibah. digunakan untuk dokumen mengenai hibah. hibah umum umum
000.4.3.3,hadiah,Klasifikasi terkait hadiah.,Digunakan untuk dokumen mengenai hadiah.,hadiah,umum,umum,kuartier,000.4.3.3 hadiah klasifikasi terkait hadiah. digunakan untuk dokumen mengenai hadiah. hadiah umum umum
000.4.3.4,tukar menukar,Klasifikasi terkait tukar menukar.,Digunakan untuk dokumen mengenai tukar menukar.,"tukar, menukar",umum,umum,kuartier,000.4.3.4 tukar menukar klasifikasi terkait tukar menukar. digunakan untuk dokumen mengenai tukar menukar. tukar menukar umum umum
000.4.3.5,implementasi undang undang kckr,Klasifikasi terkait implementasi undang undang kckr.,Digunakan untuk dokumen mengenai implementasi undang undang kckr.,"implementasi, undang, kckr",umum,umum,kuartier,000.4.3.5 implementasi undang undang kckr klasifikasi terkait implementasi undang undang kckr. digunakan untuk dokumen mengenai implementasi undang undang kckr. implementasi undang kckr umum umum
000.4.3.6,terbitan internal,Klasifikasi terkait terbitan internal.,Digunakan untuk dokumen mengenai terbitan internal.,"terbitan, internal",umum,umum,kuartier,000.4.3.6 terbitan internal klasifikasi terkait terbitan internal. digunakan untuk dokumen mengenai terbitan internal. terbitan internal umum umum
000.4.3.7,pendistribusian bahan pustaka surplus,Klasifikasi terkait pendistribusian bahan pustaka surplus.,Digunakan untuk dokumen mengenai pendistribusian bahan pustaka surplus.,"pendistribusian, bahan, pustaka, surplus",umum,umum,kuartier,000.4.3.7 pendistribusian bahan pustaka surplus klasifikasi terkait pendistribusian bahan pustaka surplus. digunakan untuk dokumen mengenai pendistribusian bahan pustaka surplus. pendistribusian bahan pustaka surplus umum umum
000.4.3.8,inventarisasi koleksi buku induk,Klasifikasi terkait inventarisasi koleksi buku induk.,Digunakan untuk dokumen mengenai inventarisasi koleksi buku induk.,"inventarisasi, koleksi, buku, induk",umum,umum,kuartier,000.4.3.8 inventarisasi koleksi buku induk klasifikasi terkait inventarisasi koleksi buku induk. digunakan untuk dokumen mengenai inventarisasi koleksi buku induk. inventarisasi koleksi buku induk umum umum
000.4.4,pengolahan bahan pustaka,Klasifikasi terkait pengolahan bahan pustaka.,Digunakan untuk dokumen mengenai pengolahan bahan pustaka.,"pengolahan, bahan, pustaka",umum,umum,tersier,000.4.4 pengolahan bahan pustaka klasifikasi terkait pengolahan bahan pustaka. digunakan untuk dokumen mengenai pengolahan bahan pustaka. pengolahan bahan pustaka umum umum
000.4.5,pangkalan data katalog koleksi,Klasifikasi terkait pangkalan data katalog koleksi.,Digunakan untuk dokumen mengenai pangkalan data katalog koleksi.,"pangkalan, data, katalog, koleksi",umum,umum,tersier,000.4.5 pangkalan data katalog koleksi klasifikasi terkait pangkalan data katalog koleksi. digunakan untuk dokumen mengenai pangkalan data katalog koleksi. pangkalan data katalog koleksi umum umum
000.4.6,layanan perpustakaan,Klasifikasi terkait layanan perpustakaan.,Digunakan untuk dokumen mengenai layanan perpustakaan.,"layanan, perpustakaan",umum,umum,tersier,000.4.6 layanan perpustakaan klasifikasi terkait layanan perpustakaan. digunakan untuk dokumen mengenai layanan perpustakaan. layanan perpustakaan umum umum
000.4.6.1,keanggotaan,Klasifikasi terkait keanggotaan.,Digunakan untuk dokumen mengenai keanggotaan.,keanggotaan,umum,umum,kuartier,000.4.6.1 keanggotaan klasifikasi terkait keanggotaan. digunakan untuk dokumen mengenai keanggotaan. keanggotaan umum umum
000.4.6.2,peminjaman,Klasifikasi terkait peminjaman.,Digunakan untuk dokumen mengenai peminjaman.,peminjaman,umum,umum,kuartier,000.4.6.2 peminjaman klasifikasi terkait peminjaman. digunakan untuk dokumen mengenai peminjaman. peminjaman umum umum
000.4.6.3,pengembangan gemar baca,Klasifikasi terkait pengembangan gemar baca.,Digunakan untuk dokumen mengenai pengembangan gemar baca.,"pengembangan, gemar, baca",umum,umum,kuartier,000.4.6.3 pengembangan gemar baca klasifikasi terkait pengembangan gemar baca. digunakan untuk dokumen mengenai pengembangan gemar baca. pengembangan gemar baca umum umum
000.4.7,kerjasama perpustakaan,Klasifikasi terkait kerjasama perpustakaan.,Digunakan untuk dokumen mengenai kerjasama perpustakaan.,"kerjasama, perpustakaan",umum,umum,tersier,000.4.7 kerjasama perpustakaan klasifikasi terkait kerjasama perpustakaan. digunakan untuk dokumen mengenai kerjasama perpustakaan. kerjasama perpustakaan umum umum
000.4.7.1,mou,Klasifikasi terkait mou.,Digunakan untuk dokumen mengenai mou.,mou,umum,umum,kuartier,000.4.7.1 mou klasifikasi terkait mou. digunakan untuk dokumen mengenai mou. mou umum umum
000.4.7.2,perjanjian kerjasama,Klasifikasi terkait perjanjian kerjasama.,Digunakan untuk dokumen mengenai perjanjian kerjasama.,"perjanjian, kerjasama",umum,umum,kuartier,000.4.7.2 perjanjian kerjasama klasifikasi terkait perjanjian kerjasama. digunakan untuk dokumen mengenai perjanjian kerjasama. perjanjian kerjasama umum umum
000.4.7.3,partisipasi organisasi profesi dan kerjasama internasional,Klasifikasi terkait partisipasi organisasi profesi dan kerjasama internasional.,Digunakan untuk dokumen mengenai partisipasi organisasi profesi dan kerjasama internasional.,"partisipasi, organisasi, profesi, dan, kerjasama, internasional",umum,umum,kuartier,000.4.7.3 partisipasi organisasi profesi dan kerjasama internasional klasifikasi terkait partisipasi organisasi profesi dan kerjasama internasional. digunakan untuk dokumen mengenai partisipasi organisasi profesi dan kerjasama internasional. partisipasi organisasi profesi dan kerjasama internasional umum umum
000.4.8,pengembangan implementasi teknologi informasi perpustakaan,Klasifikasi terkait pengembangan implementasi teknologi informasi perpustakaan.,Digunakan untuk dokumen mengenai pengembangan implementasi teknologi informasi perpustakaan.,"pengembangan, implementasi, teknologi, informasi, perpustakaan",umum,umum,tersier,000.4.8 pengembangan implementasi teknologi informasi perpustakaan klasifikasi terkait pengembangan implementasi teknologi informasi perpustakaan. digunakan untuk dokumen mengenai pengembangan implementasi teknologi informasi perpustakaan. pengembangan implementasi teknologi informasi perpustakaan umum umum
000.4.8.1,pengembangan situs web,Klasifikasi terkait pengembangan situs web.,Digunakan untuk dokumen mengenai pengembangan situs web.,"pengembangan, situs, web",umum,umum,kuartier,000.4.8.1 pengembangan situs web klasifikasi terkait pengembangan situs web. digunakan untuk dokumen mengenai pengembangan situs web. pengembangan situs web umum umum
000.4.8.2,pengembangan kemas ulang informasi multimedia,Klasifikasi terkait pengembangan kemas ulang informasi multimedia.,Digunakan untuk dokumen mengenai pengembangan kemas ulang informasi multimedia.,"pengembangan, kemas, ulang, informasi, multimedia",umum,umum,kuartier,000.4.8.2 pengembangan kemas ulang informasi multimedia klasifikasi terkait pengembangan kemas ulang informasi multimedia. digunakan untuk dokumen mengenai pengembangan kemas ulang informasi multimedia. pengembangan kemas ulang informasi multimedia umum umum
000.4.8.3,pengembangan program aplikasi perpustakaan,Klasifikasi terkait pengembangan program aplikasi perpustakaan.,Digunakan untuk dokumen mengenai pengembangan program aplikasi perpustakaan.,"pengembangan, program, aplikasi, perpustakaan",umum,umum,kuartier,000.4.8.3 pengembangan program aplikasi perpustakaan klasifikasi terkait pengembangan program aplikasi perpustakaan. digunakan untuk dokumen mengenai pengembangan program aplikasi perpustakaan. pengembangan program aplikasi perpustakaan umum umum
000.4.8.4,pengembangan pangkalan data kepustakaan digital,Klasifikasi terkait pengembangan pangkalan data kepustakaan digital.,Digunakan untuk dokumen mengenai pengembangan pangkalan data kepustakaan digital.,"pengembangan, pangkalan, data, kepustakaan, digital",umum,umum,kuartier,000.4.8.4 pengembangan pangkalan data kepustakaan digital klasifikasi terkait pengembangan pangkalan data kepustakaan digital. digunakan untuk dokumen mengenai pengembangan pangkalan data kepustakaan digital. pengembangan pangkalan data kepustakaan digital umum umum
000.4.9,pangkalan data layanan perpustakaan,Klasifikasi terkait pangkalan data layanan perpustakaan.,Digunakan untuk dokumen mengenai pangkalan data layanan perpustakaan.,"pangkalan, data, layanan, perpustakaan",umum,umum,tersier,000.4.9 pangkalan data layanan perpustakaan klasifikasi terkait pangkalan data layanan perpustakaan. digunakan untuk dokumen mengenai pangkalan data layanan perpustakaan. pangkalan data layanan perpustakaan umum umum
000.4.10,konservasi,Klasifikasi terkait konservasi.,Digunakan untuk dokumen mengenai konservasi.,konservasi,umum,umum,tersier,000.4.10 konservasi klasifikasi terkait konservasi. digunakan untuk dokumen mengenai konservasi. konservasi umum umum
000.4.10.1,perawatan bahan perpustakaan,Klasifikasi terkait perawatan bahan perpustakaan.,Digunakan untuk dokumen mengenai perawatan bahan perpustakaan.,"perawatan, bahan, perpustakaan",umum,umum,kuartier,000.4.10.1 perawatan bahan perpustakaan klasifikasi terkait perawatan bahan perpustakaan. digunakan untuk dokumen mengenai perawatan bahan perpustakaan. perawatan bahan perpustakaan umum umum
000.4.10.2,perbaikan bahan perpustakaan,Klasifikasi terkait perbaikan bahan perpustakaan.,Digunakan untuk dokumen mengenai perbaikan bahan perpustakaan.,"perbaikan, bahan, perpustakaan",umum,umum,kuartier,000.4.10.2 perbaikan bahan perpustakaan klasifikasi terkait perbaikan bahan perpustakaan. digunakan untuk dokumen mengenai perbaikan bahan perpustakaan. perbaikan bahan perpustakaan umum umum
000.4.10.3,penjilidan bahan perpustakaan,Klasifikasi terkait penjilidan bahan perpustakaan.,Digunakan untuk dokumen mengenai penjilidan bahan perpustakaan.,"penjilidan, bahan, perpustakaan",umum,umum,kuartier,000.4.10.3 penjilidan bahan perpustakaan klasifikasi terkait penjilidan bahan perpustakaan. digunakan untuk dokumen mengenai penjilidan bahan perpustakaan. penjilidan bahan perpustakaan umum umum
000.4.11,"reprografi (mikrofilm, reproduksi foto)","Klasifikasi terkait reprografi (mikrofilm, reproduksi foto).","Digunakan untuk dokumen mengenai reprografi (mikrofilm, reproduksi foto).","reprografi, mikrofilm, reproduksi, foto",umum,umum,tersier,000.4.11 reprografi mikrofilm reproduksi foto klasifikasi terkait reprografi mikrofilm reproduksi foto . digunakan untuk dokumen mengenai reprografi mikrofilm reproduksi foto . reprografi mikrofilm reproduksi foto umum umum
000.4.12,transformasi digital,Klasifikasi terkait transformasi digital.,Digunakan untuk dokumen mengenai transformasi digital.,"transformasi, digital",umum,umum,tersier,000.4.12 transformasi digital klasifikasi terkait transformasi digital. digunakan untuk dokumen mengenai transformasi digital. transformasi digital umum umum
000.4.13,kurasi digital,Klasifikasi terkait kurasi digital.,Digunakan untuk dokumen mengenai kurasi digital.,"kurasi, digital",umum,umum,tersier,000.4.13 kurasi digital klasifikasi terkait kurasi digital. digunakan untuk dokumen mengenai kurasi digital. kurasi digital umum umum
000.4.14,pengembangan perpustakaan,Klasifikasi terkait pengembangan perpustakaan.,Digunakan untuk dokumen mengenai pengembangan perpustakaan.,"pengembangan, perpustakaan",umum,umum,tersier,000.4.14 pengembangan perpustakaan klasifikasi terkait pengembangan perpustakaan. digunakan untuk dokumen mengenai pengembangan perpustakaan. pengembangan perpustakaan umum umum
000.4.14.1,perpustakaan umum,Klasifikasi terkait perpustakaan umum.,Digunakan untuk dokumen mengenai perpustakaan umum.,"perpustakaan, umum",umum,umum,kuartier,000.4.14.1 perpustakaan umum klasifikasi terkait perpustakaan umum. digunakan untuk dokumen mengenai perpustakaan umum. perpustakaan umum umum umum
